dataset,feature_mode,method,detection_type,k,alarm_precision,event_recall,alarm_event_f1,precision,recall,f1,true_positive_alarms,false_positives,false_alarm_rate_per_hour,detection_delay_seconds_mean,detection_delay_seconds_median,runtime_seconds,number_of_alarms,event_level_detection_count,event_count
bgpclear_first,DataPlane,DenStream,spatial,1,0.11438474870017332,1.0,0.2052877138413686,0.11438474870017332,1.0,0.2052877138413686,264,2044,2461.8266978922716,4.0,4.0,1.3117252999800257,2308,11,11
bgpclear_first,DataPlane,DenStream,spatial,2,0.21998562185478074,1.0,0.36063641720683565,0.21998562185478074,1.0,0.36063641720683565,306,1085,1306.791569086651,4.181818181818182,5.0,1.3117252999800257,1391,11,11
bgpclear_first,DataPlane,DenStream,spatial,3,0.2897897897897898,1.0,0.44935972060535506,0.2897897897897898,1.0,0.44935972060535506,193,473,569.6888591502175,10.363636363636363,6.0,1.3117252999800257,666,11,11
bgpclear_first,DataPlane,DenStream,spatial,4,0.3902439024390244,1.0,0.5614035087719299,0.3902439024390244,1.0,0.5614035087719299,96,150,180.66242890598863,18.272727272727273,18.0,1.3117252999800257,246,11,11
bgpclear_first,DataPlane,DenStream,spatial,5,0.44,0.9090909090909091,0.5929919137466306,0.44,0.9090909090909091,0.5929919137466306,33,42,50.585480093676814,53.2,39.0,1.3117252999800257,75,10,11
bgpclear_first,DataPlane,DenStream,temporal,1,0.027210884353741496,0.8181818181818182,0.05267008046817849,0.027210884353741496,0.8181818181818182,0.05267008046817849,16,572,688.9260622281699,21.666666666666668,1.0,1.3117252999800257,588,9,11
bgpclear_first,DataPlane,DenStream,temporal,2,0.032327586206896554,0.8181818181818182,0.06219765031098825,0.032327586206896554,0.8181818181818182,0.06219765031098825,15,449,540.7828705252592,26.22222222222222,6.0,1.3117252999800257,464,9,11
bgpclear_first,DataPlane,DenStream,temporal,3,0.038461538461538464,0.9090909090909091,0.07380073800738009,0.038461538461538464,0.9090909090909091,0.07380073800738009,11,275,331.21445299431247,27.5,10.0,1.3117252999800257,286,10,11
bgpclear_first,DataPlane,DenStream,temporal,4,0.05084745762711865,0.9090909090909091,0.09630818619582665,0.05084745762711865,0.9090909090909091,0.09630818619582665,12,224,269.78922716627636,12.5,14.0,1.3117252999800257,236,10,11
bgpclear_first,DataPlane,DenStream,temporal,5,0.06382978723404255,0.9090909090909091,0.11928429423459243,0.06382978723404255,0.9090909090909091,0.11928429423459243,12,176,211.97724991636,16.8,18.0,1.3117252999800257,188,10,11
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,spatial,1,0.06301182893539581,0.9166666666666666,0.11791795665634675,0.06301182893539581,0.9166666666666666,0.11791795665634675,277,4119,1833.8362602028199,9.363636363636363,9.0,0.40988600003765896,4396,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,spatial,2,0.135661133371494,0.9166666666666666,0.23634468065817504,0.135661133371494,0.9166666666666666,0.23634468065817504,237,1510,672.2730645560229,9.727272727272727,8.0,0.40988600003765896,1747,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,spatial,3,0.22929936305732485,0.9166666666666666,0.3668364983788791,0.22929936305732485,0.9166666666666666,0.3668364983788791,108,363,161.61266386346773,20.545454545454547,14.0,0.40988600003765896,471,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,spatial,4,0.3614457831325301,0.6666666666666666,0.46875000000000006,0.3614457831325301,0.6666666666666666,0.46875000000000006,30,53,23.596339351966364,27.625,17.0,0.40988600003765896,83,8,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,spatial,5,0.7777777777777778,0.3333333333333333,0.4666666666666666,0.7777777777777778,0.3333333333333333,0.4666666666666666,7,2,0.8904279000742024,33.5,20.0,0.40988600003765896,9,4,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,temporal,1,0.030201342281879196,0.5833333333333334,0.05742935278030994,0.030201342281879196,0.5833333333333334,0.05742935278030994,18,578,257.3336631214445,6.714285714285714,8.0,0.40988600003765896,596,7,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,temporal,2,0.045454545454545456,0.5833333333333334,0.08433734939759037,0.045454545454545456,0.5833333333333334,0.08433734939759037,12,252,112.1939154093495,12.0,13.0,0.40988600003765896,264,7,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,temporal,3,0.06790123456790123,0.6666666666666666,0.12324929971988795,0.06790123456790123,0.6666666666666666,0.12324929971988795,11,151,67.22730645560227,15.5,17.0,0.40988600003765896,162,8,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,temporal,4,0.07751937984496124,0.75,0.1405152224824356,0.07751937984496124,0.75,0.1405152224824356,10,119,52.98046005441504,18.444444444444443,21.0,0.40988600003765896,129,9,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DBSCAN,temporal,5,0.08928571428571429,0.75,0.15957446808510636,0.08928571428571429,0.75,0.15957446808510636,10,102,45.41182290378432,24.11111111111111,27.0,0.40988600003765896,112,9,12
